Fecha,USDPEN
1997-09-26,2.646
1997-09-29,2.652
1997-09-30,2.651
1997-10-1,2.642
1997-10-2,2.638
1997-10-3,2.638
1997-10-6,2.641
1997-10-7,2.646
1997-10-8,
1997-10-9,2.651
1997-10-10,2.654
1997-10-13,2.656
1997-10-14,2.649
1997-10-15,2.647
1997-10-16,2.648
1997-10-17,2.649
1997-10-20,2.656
1997-10-21,2.661
1997-10-22,2.668
1997-10-23,2.671
1997-10-24,2.679
1997-10-27,2.706
1997-10-28,2.745
1997-10-29,2.704
1997-10-30,2.721
1997-10-31,2.719
1997-11-3,2.71
1997-11-4,2.709
1997-11-5,2.716
1997-11-6,2.716
1997-11-7,2.727
1997-11-10,2.73
1997-11-11,2.734
1997-11-12,2.74
1997-11-13,2.737
1997-11-14,2.732
1997-11-17,2.723
1997-11-18,2.718
1997-11-19,2.713
1997-11-20,2.711
1997-11-21,2.714
1997-11-24,2.722
1997-11-25,2.731
1997-11-26,2.725
1997-11-27,2.724
1997-11-28,2.724
1997-12-1,2.725
1997-12-2,2.719
1997-12-3,2.718
1997-12-4,2.717
1997-12-5,2.713
1997-12-8,
1997-12-9,2.716
1997-12-10,2.714
1997-12-11,2.715
1997-12-12,2.714
1997-12-15,2.712
1997-12-16,2.712
1997-12-17,2.71
1997-12-18,2.711
1997-12-19,2.716
1997-12-22,2.715
1997-12-23,2.721
1997-12-24,2.724
1997-12-25,
1997-12-26,2.723
1997-12-29,2.73
1997-12-30,2.732
1997-12-31,2.728
1998-01-1,
1998-01-2,2.726
1998-01-5,2.727
1998-01-6,2.731
1998-01-7,2.735
1998-01-8,2.743
1998-01-9,2.738
1998-01-12,2.752
1998-01-13,2.742
1998-01-14,2.743
1998-01-15,2.743
1998-01-16,2.741
1998-01-19,2.737
1998-01-20,2.742
1998-01-21,2.749
1998-01-22,2.753
1998-01-23,2.753
1998-01-26,2.766
1998-01-27,2.766
1998-01-28,2.764
1998-01-29,2.77
1998-01-30,2.777
1998-02-2,2.791
1998-02-3,2.788
1998-02-4,2.789
1998-02-5,2.801
1998-02-6,2.806
1998-02-9,2.809
1998-02-10,2.811
1998-02-11,2.798
1998-02-12,2.78
1998-02-13,2.786
1998-02-16,2.794
1998-02-17,2.791
1998-02-18,2.798
1998-02-19,2.809
1998-02-20,2.808
1998-02-23,2.821
1998-02-24,2.824
1998-02-25,2.815
1998-02-26,2.816
1998-02-27,2.814
1998-03-2,2.813
1998-03-3,2.815
1998-03-4,2.813
1998-03-5,2.811
1998-03-6,2.807
1998-03-9,2.8
1998-03-10,2.793
1998-03-11,2.794
1998-03-12,2.804
1998-03-13,2.807
1998-03-16,2.8
1998-03-17,2.797
1998-03-18,2.795
1998-03-19,2.792
1998-03-20,2.804
1998-03-23,2.814
1998-03-24,2.818
1998-03-25,2.817
1998-03-26,2.817
1998-03-27,2.817
1998-03-30,2.816
1998-03-31,2.807
1998-04-1,2.805
1998-04-2,2.816
1998-04-3,2.815
1998-04-6,2.814
1998-04-7,2.813
1998-04-8,2.812
1998-04-9,
1998-04-10,
1998-04-13,2.818
1998-04-14,2.823
1998-04-15,2.823
1998-04-16,2.825
1998-04-17,2.82
1998-04-20,2.82
1998-04-21,2.824
1998-04-22,2.827
1998-04-23,2.832
1998-04-24,2.83
1998-04-27,2.831
1998-04-28,2.826
1998-04-29,2.828
1998-04-30,2.827
1998-05-1,
1998-05-4,2.835
1998-05-5,2.837
1998-05-6,2.84
1998-05-7,2.842
1998-05-8,2.841
1998-05-11,2.844
1998-05-12,2.843
1998-05-13,2.842
1998-05-14,2.84
1998-05-15,2.84
1998-05-18,2.844
1998-05-19,2.845
1998-05-20,2.844
1998-05-21,2.843
1998-05-22,2.844
1998-05-25,2.847
1998-05-26,2.849
1998-05-27,2.859
1998-05-28,2.863
1998-05-29,2.866
1998-06-1,2.873
1998-06-2,2.87
1998-06-3,2.867
1998-06-4,2.882
1998-06-5,2.892
1998-06-8,2.898
1998-06-9,2.894
1998-06-10,2.896
1998-06-11,2.897
1998-06-12,2.908
1998-06-15,2.928
1998-06-16,2.923
1998-06-17,2.913
1998-06-18,2.911
1998-06-19,2.92
1998-06-22,2.936
1998-06-23,2.936
1998-06-24,2.955
1998-06-25,2.942
1998-06-26,2.928
1998-06-29,
1998-06-30,2.938
1998-07-1,2.93
1998-07-2,2.933
1998-07-3,2.924
1998-07-6,2.93
1998-07-7,2.929
1998-07-8,2.926
1998-07-9,2.922
1998-07-10,2.922
1998-07-13,2.916
1998-07-14,2.912
1998-07-15,2.908
1998-07-16,2.913
1998-07-17,2.905
1998-07-20,2.908
1998-07-21,2.907
1998-07-22,2.909
1998-07-23,2.922
1998-07-24,2.919
1998-07-27,2.923
1998-07-28,
1998-07-29,
1998-07-30,2.929
1998-07-31,2.931
1998-08-3,2.935
1998-08-4,2.939
1998-08-5,2.943
1998-08-6,2.952
1998-08-7,2.954
1998-08-10,2.951
1998-08-11,2.959
1998-08-12,2.96
1998-08-13,2.958
1998-08-14,2.948
1998-08-17,2.95
1998-08-18,2.946
1998-08-19,2.945
1998-08-20,2.955
1998-08-21,2.971
1998-08-24,2.969
1998-08-25,2.964
1998-08-26,2.98
1998-08-27,3.008
1998-08-28,3.016
1998-08-31,3.03
1998-09-1,3.05
1998-09-2,3.033
1998-09-3,3.054
1998-09-4,3.048
1998-09-7,3.054
1998-09-8,3.06
1998-09-9,3.05
1998-09-10,3.068
1998-09-11,3.07
1998-09-14,3.053
1998-09-15,3.029
1998-09-16,3.029
1998-09-17,3.046
1998-09-18,3.022
1998-09-21,3.03
1998-09-22,3.023
1998-09-23,3.029
1998-09-24,3.034
1998-09-25,3.037
1998-09-28,3.046
1998-09-29,3.049
1998-09-30,3.056
1998-10-1,3.06
1998-10-2,3.043
1998-10-5,3.038
1998-10-6,3.032
1998-10-7,3.041
1998-10-8,
1998-10-9,3.056
1998-10-12,3.06
1998-10-13,3.054
1998-10-14,3.052
1998-10-15,3.041
1998-10-16,3.046
1998-10-19,3.043
1998-10-20,3.04
1998-10-21,3.046
1998-10-22,3.047
1998-10-23,3.05
1998-10-26,
1998-10-27,3.057
1998-10-28,3.064
1998-10-29,3.077
1998-10-30,3.07
1998-11-2,3.08
1998-11-3,3.084
1998-11-4,3.078
1998-11-5,3.084
1998-11-6,3.08
1998-11-9,3.089
1998-11-10,3.094
1998-11-11,3.09
1998-11-12,3.093
1998-11-13,3.094
1998-11-16,3.094
1998-11-17,3.089
1998-11-18,3.088
1998-11-19,3.093
1998-11-20,3.093
1998-11-23,3.093
1998-11-24,3.104
1998-11-25,3.11
1998-11-26,3.12
1998-11-27,3.121
1998-11-30,3.126
1998-12-1,3.131
1998-12-2,3.14
1998-12-3,3.15
1998-12-4,3.146
1998-12-7,3.134
1998-12-8,
1998-12-9,3.131
1998-12-10,3.145
1998-12-11,3.145
1998-12-14,3.138
1998-12-15,3.133
1998-12-16,3.129
1998-12-17,3.129
1998-12-18,3.126
1998-12-21,3.13
1998-12-22,3.129
1998-12-23,3.127
1998-12-24,3.128
1998-12-25,
1998-12-28,3.141
1998-12-29,3.154
1998-12-30,3.157
1998-12-31,3.158
1999-01-1,
1999-01-4,3.164
1999-01-5,3.174
1999-01-6,3.182
1999-01-7,3.188
1999-01-8,3.194
1999-01-11,3.197
1999-01-12,3.202
1999-01-13,3.256
1999-01-14,3.302
1999-01-15,3.288
1999-01-18,3.245
1999-01-19,3.253
1999-01-20,3.25
1999-01-21,3.275
1999-01-22,3.281
1999-01-25,3.304
1999-01-26,3.328
1999-01-27,3.331
1999-01-28,3.345
1999-01-29,3.364
1999-02-1,3.375
1999-02-2,3.376
1999-02-3,3.401
1999-02-4,3.391
1999-02-5,3.389
1999-02-8,3.389
1999-02-9,3.389
1999-02-10,3.379
1999-02-11,3.392
1999-02-12,3.399
1999-02-15,3.39
1999-02-16,3.383
1999-02-17,3.385
1999-02-18,3.389
1999-02-19,3.396
1999-02-22,3.41
1999-02-23,3.426
1999-02-24,3.424
1999-02-25,3.452
1999-02-26,3.444
1999-03-1,3.387
1999-03-2,3.394
1999-03-3,3.397
1999-03-4,3.404
1999-03-5,3.409
1999-03-8,3.414
1999-03-9,3.406
1999-03-10,3.402
1999-03-11,3.3927
1999-03-12,3.3707
1999-03-15,3.3465
1999-03-16,3.3545
1999-03-17,3.3744
1999-03-18,3.3545
1999-03-19,3.3476
1999-03-22,3.3669
1999-03-23,3.3898
1999-03-24,3.3963
1999-03-25,3.3823
1999-03-26,3.3748
1999-03-29,3.3581
1999-03-30,3.344
1999-03-31,3.3304
1999-04-1,
1999-04-2,
1999-04-5,3.3437
1999-04-6,3.3528
1999-04-7,3.3712
1999-04-8,3.3664
1999-04-9,3.3566
1999-04-12,3.3641
1999-04-13,3.355
1999-04-14,3.344
1999-04-15,3.3463
1999-04-16,3.3473
1999-04-19,3.346
1999-04-20,3.3403
1999-04-21,3.3456
1999-04-22,3.3443
1999-04-23,3.3453
1999-04-26,3.3508
1999-04-27,3.343
1999-04-28,3.3357
1999-04-29,3.3491
1999-04-30,3.3374
1999-05-3,3.3339
1999-05-4,3.3266
1999-05-5,3.3314
1999-05-6,3.3363
1999-05-7,3.3398
1999-05-10,3.333
1999-05-11,3.3233
1999-05-12,3.3278
1999-05-13,3.3201
1999-05-14,3.3269
1999-05-17,3.328
1999-05-18,3.3215
1999-05-19,3.3229
1999-05-20,3.325
1999-05-21,3.3322
1999-05-24,3.3385
1999-05-25,3.3569
1999-05-26,3.3408
1999-05-27,3.3328
1999-05-28,3.3282
1999-05-31,3.3348
1999-06-1,3.3325
1999-06-2,3.338
1999-06-3,3.3333
1999-06-4,3.3381
1999-06-7,3.3381
1999-06-8,3.3443
1999-06-9,3.3483
1999-06-10,3.3513
1999-06-11,3.3484
1999-06-14,3.3418
1999-06-15,3.3349
1999-06-16,3.3343
1999-06-17,3.3324
1999-06-18,3.3337
1999-06-21,3.3378
1999-06-22,3.3354
1999-06-23,3.339
1999-06-24,3.3428
1999-06-25,3.3385
1999-06-28,3.3376
1999-06-29,
1999-06-30,3.3338
1999-07-1,3.3305
1999-07-2,3.3256
1999-07-5,3.3249
1999-07-6,3.322
1999-07-7,3.3233
1999-07-8,3.3204
1999-07-9,3.3215
1999-07-12,3.3248
1999-07-13,3.3304
1999-07-14,3.3206
1999-07-15,3.3138
1999-07-16,3.3123
1999-07-19,3.3115
1999-07-20,3.3138
1999-07-21,3.318
1999-07-22,3.3245
1999-07-23,3.3219
1999-07-26,3.3318
1999-07-27,3.3306
1999-07-28,
1999-07-29,
1999-07-30,3.3351
1999-08-2,3.3393
1999-08-3,3.3528
1999-08-4,3.3478
1999-08-5,3.3478
1999-08-6,3.3578
1999-08-9,3.3663
1999-08-10,3.3868
1999-08-11,3.3678
1999-08-12,3.3621
1999-08-13,3.3561
1999-08-16,3.3623
1999-08-17,3.3597
1999-08-18,3.3692
1999-08-19,3.3676
1999-08-20,3.3693
1999-08-23,3.3554
1999-08-24,3.3639
1999-08-25,3.3677
1999-08-26,3.3707
1999-08-27,3.3734
1999-08-30,
1999-08-31,3.386
1999-09-1,3.3894
1999-09-2,3.4029
1999-09-3,3.3969
1999-09-6,3.3959
1999-09-7,3.416
1999-09-8,3.4167
1999-09-9,3.4104
1999-09-10,3.4022
1999-09-13,3.3976
1999-09-14,3.4062
1999-09-15,3.4085
1999-09-16,3.4177
1999-09-17,3.4163
1999-09-20,3.4217
1999-09-21,3.4228
1999-09-22,3.4237
1999-09-23,3.4319
1999-09-24,3.4396
1999-09-27,3.4491
1999-09-28,3.4678
1999-09-29,3.4618
1999-09-30,3.4638
1999-10-1,3.469
1999-10-4,3.4723
1999-10-5,3.476
1999-10-6,3.4692
1999-10-7,3.4599
1999-10-8,
1999-10-11,3.4575
1999-10-12,3.4641
1999-10-13,3.4685
1999-10-14,3.4783
1999-10-15,3.4802
1999-10-18,3.4773
1999-10-19,3.4748
1999-10-20,3.4716
1999-10-21,3.4703
1999-10-22,3.4685
1999-10-25,3.4761
1999-10-26,3.4749
1999-10-27,3.4861
1999-10-28,3.4904
1999-10-29,3.4938
1999-11-1,
1999-11-2,3.489
1999-11-3,3.4884
1999-11-4,3.493
1999-11-5,3.4905
1999-11-8,3.4878
1999-11-9,3.4843
1999-11-10,3.4854
1999-11-11,3.4771
1999-11-12,3.4671
1999-11-15,3.4673
1999-11-16,3.4731
1999-11-17,3.4773
1999-11-18,3.4725
1999-11-19,3.4672
1999-11-22,3.4788
1999-11-23,3.4849
1999-11-24,3.4899
1999-11-25,3.4935
1999-11-26,3.4915
1999-11-29,3.4925
1999-11-30,3.4905
1999-12-1,3.4913
1999-12-2,3.4822
1999-12-3,3.4749
1999-12-6,3.4763
1999-12-7,3.4774
1999-12-8,
1999-12-9,3.4705
1999-12-10,3.4686
1999-12-13,3.4695
1999-12-14,3.4677
1999-12-15,3.4624
1999-12-16,3.4722
1999-12-17,3.4715
1999-12-20,3.4818
1999-12-21,3.4918
1999-12-22,3.4901
1999-12-23,3.4914
1999-12-24,3.4972
1999-12-27,3.5023
1999-12-28,3.5036
1999-12-29,3.5061
1999-12-30,3.5115
1999-12-31,3.5072
2000-01-3,3.5192
2000-01-4,3.5263
2000-01-5,3.5198
2000-01-6,3.5072
2000-01-7,3.513
2000-01-10,3.5095
2000-01-11,3.5077
2000-01-12,3.5099
2000-01-13,3.5046
2000-01-14,3.4937
2000-01-17,3.4864
2000-01-18,3.4904
2000-01-19,3.4988
2000-01-20,3.5048
2000-01-21,3.4991
2000-01-24,3.4955
2000-01-25,3.4904
2000-01-26,3.4938
2000-01-27,3.4778
2000-01-28,3.4788
2000-01-31,3.4915
2000-02-1,3.4715
2000-02-2,3.4741
2000-02-3,3.4729
2000-02-4,3.479
2000-02-7,3.4731
2000-02-8,3.4612
2000-02-9,3.4483
2000-02-10,3.4438
2000-02-11,3.4454
2000-02-14,3.436
2000-02-15,3.4297
2000-02-16,3.4416
2000-02-17,3.4346
2000-02-18,3.4456
2000-02-21,3.4629
2000-02-22,3.4655
2000-02-23,3.4583
2000-02-24,3.4692
2000-02-25,3.4696
2000-02-28,3.4619
2000-02-29,3.4445
2000-03-1,3.4121
2000-03-2,3.4099
2000-03-3,3.3941
2000-03-6,3.4117
2000-03-7,3.4093
2000-03-8,3.3989
2000-03-9,3.4043
2000-03-10,3.4207
2000-03-13,3.4243
2000-03-14,3.4163
2000-03-15,3.4245
2000-03-16,3.4375
2000-03-17,3.4341
2000-03-20,3.4498
2000-03-21,3.4559
2000-03-22,3.4713
2000-03-23,3.4925
2000-03-24,3.5094
2000-03-27,3.5095
2000-03-28,3.4748
2000-03-29,3.475
2000-03-30,3.4918
2000-03-31,3.4891
2000-04-3,3.4734
2000-04-4,3.4778
2000-04-5,3.4763
2000-04-6,3.4913
2000-04-7,3.5092
2000-04-10,3.4853
2000-04-11,3.4855
2000-04-12,3.4843
2000-04-13,3.4619
2000-04-14,3.4699
2000-04-17,3.4754
2000-04-18,3.4746
2000-04-19,3.4685
2000-04-20,
2000-04-21,
2000-04-24,3.4828
2000-04-25,3.4779
2000-04-26,3.4877
2000-04-27,3.4828
2000-04-28,3.4786
2000-05-1,
2000-05-2,3.4779
2000-05-3,3.4873
2000-05-4,3.489
2000-05-5,3.4929
2000-05-8,3.5039
2000-05-9,3.5068
2000-05-10,3.5145
2000-05-11,3.4996
2000-05-12,3.4987
2000-05-15,3.504
2000-05-16,3.5038
2000-05-17,3.5038
2000-05-18,3.5027
2000-05-19,3.5106
2000-05-22,3.5151
2000-05-23,3.519
2000-05-24,3.5109
2000-05-25,3.512
2000-05-26,3.5252
2000-05-29,3.5103
2000-05-30,3.5174
2000-05-31,3.5051
2000-06-1,3.4883
2000-06-2,3.49
2000-06-5,3.4883
2000-06-6,3.4877
2000-06-7,3.4868
2000-06-8,3.4843
2000-06-9,3.4805
2000-06-12,3.481
2000-06-13,3.4861
2000-06-14,3.4816
2000-06-15,3.4796
2000-06-16,3.4788
2000-06-19,3.4837
2000-06-20,3.4885
2000-06-21,3.4903
2000-06-22,3.4928
2000-06-23,3.4946
2000-06-26,3.4989
2000-06-27,3.4975
2000-06-28,3.4908
2000-06-29,
2000-06-30,3.4893
2000-07-3,3.4847
2000-07-4,3.4839
2000-07-5,3.4874
2000-07-6,3.4848
2000-07-7,3.483
2000-07-10,3.4808
2000-07-11,3.4791
2000-07-12,3.4807
2000-07-13,3.4837
2000-07-14,3.4787
2000-07-17,3.4784
2000-07-18,3.4793
2000-07-19,3.4827
2000-07-20,3.4808
2000-07-21,3.482
2000-07-24,3.481
2000-07-25,3.4784
2000-07-26,3.4749
2000-07-27,3.4743
2000-07-28,
2000-07-31,3.4728
2000-08-1,3.4738
2000-08-2,3.4813
2000-08-3,3.4802
2000-08-4,3.4844
2000-08-7,3.4855
2000-08-8,3.4795
2000-08-9,3.4813
2000-08-10,3.4813
2000-08-11,3.4866
2000-08-14,3.4855
2000-08-15,3.4763
2000-08-16,3.4754
2000-08-17,3.4701
2000-08-18,3.4708
2000-08-21,3.4774
2000-08-22,3.4757
2000-08-23,3.4765
2000-08-24,3.4782
2000-08-25,3.4768
2000-08-28,3.475
2000-08-29,3.475
2000-08-30,
2000-08-31,3.4728
2000-09-1,3.4713
2000-09-4,3.4722
2000-09-5,3.4746
2000-09-6,3.4724
2000-09-7,3.4723
2000-09-8,3.4753
2000-09-11,3.4725
2000-09-12,3.4713
2000-09-13,3.4726
2000-09-14,3.4711
2000-09-15,3.4743
2000-09-18,3.5009
2000-09-19,3.4991
2000-09-20,3.5137
2000-09-21,3.4905
2000-09-22,3.4903
2000-09-25,3.4872
2000-09-26,3.4908
2000-09-27,3.498
2000-09-28,3.5217
2000-09-29,3.5106
2000-10-2,3.4947
2000-10-3,3.495
2000-10-4,3.4993
2000-10-5,3.5043
2000-10-6,3.5029
2000-10-9,3.5
2000-10-10,3.5001
2000-10-11,3.5023
2000-10-12,3.4958
2000-10-13,3.4919
2000-10-16,3.4875
2000-10-17,3.4919
2000-10-18,3.497
2000-10-19,3.4911
2000-10-20,3.4939
2000-10-23,3.5038
2000-10-24,3.5105
2000-10-25,3.51
2000-10-26,3.5092
2000-10-27,3.515
2000-10-30,3.5214
2000-10-31,3.5128
2000-11-1,
2000-11-2,3.5051
2000-11-3,3.508
2000-11-6,3.5165
2000-11-7,3.5251
2000-11-8,3.5258
2000-11-9,3.538
2000-11-10,3.5288
2000-11-13,3.5356
2000-11-14,3.5363
2000-11-15,3.5273
2000-11-16,3.5338
2000-11-17,3.5368
2000-11-20,3.5501
2000-11-21,3.5442
2000-11-22,3.5389
2000-11-23,3.529
2000-11-24,3.5285
2000-11-27,3.5291
2000-11-28,3.534
2000-11-29,3.5315
2000-11-30,3.5294
2000-12-1,3.5275
2000-12-4,3.53
2000-12-5,3.5259
2000-12-6,3.5265
2000-12-7,3.5244
2000-12-8,
2000-12-11,3.5244
2000-12-12,3.5252
2000-12-13,3.5234
2000-12-14,3.5182
2000-12-15,3.5043
2000-12-18,3.5044
2000-12-19,3.503
2000-12-20,3.5043
2000-12-21,3.5144
2000-12-22,3.5119
2000-12-25,
2000-12-26,3.5187
2000-12-27,3.5339
2000-12-28,3.5349
2000-12-29,3.5263
2001-01-1,
2001-01-2,3.5204
2001-01-3,3.5226
2001-01-4,3.5188
2001-01-5,3.5178
2001-01-8,3.5165
2001-01-9,3.5179
2001-01-10,3.5186
2001-01-11,3.5164
2001-01-12,3.5201
2001-01-15,3.5211
2001-01-16,3.5206
2001-01-17,3.5184
2001-01-18,3.5199
2001-01-19,3.5209
2001-01-22,3.5238
2001-01-23,3.5276
2001-01-24,3.5312
2001-01-25,3.5278
2001-01-26,3.5328
2001-01-29,3.5383
2001-01-30,3.5357
2001-01-31,3.5331
2001-02-1,3.5303
2001-02-2,3.5293
2001-02-5,3.532
2001-02-6,3.5296
2001-02-7,3.5323
2001-02-8,3.5322
2001-02-9,3.5301
2001-02-12,3.5316
2001-02-13,3.5321
2001-02-14,3.531
2001-02-15,3.5293
2001-02-16,3.5257
2001-02-19,3.5248
2001-02-20,3.5262
2001-02-21,3.5281
2001-02-22,3.5307
2001-02-23,3.5315
2001-02-26,3.5264
2001-02-27,3.5257
2001-02-28,3.5228
2001-03-1,3.5203
2001-03-2,3.5197
2001-03-5,3.5175
2001-03-6,3.5161
2001-03-7,3.5156
2001-03-8,3.5175
2001-03-9,3.5183
2001-03-12,3.5179
2001-03-13,3.5177
2001-03-14,3.5186
2001-03-15,3.519
2001-03-16,3.5219
2001-03-19,3.522
2001-03-20,3.5221
2001-03-21,3.5234
2001-03-22,3.525
2001-03-23,3.5258
2001-03-26,3.5213
2001-03-27,3.521
2001-03-28,3.5217
2001-03-29,3.5221
2001-03-30,3.5245
2001-04-2,3.5244
2001-04-3,3.5253
2001-04-4,3.5249
2001-04-5,3.5273
2001-04-6,3.532
2001-04-9,3.5445
2001-04-10,3.5455
2001-04-11,3.5437
2001-04-12,
2001-04-13,
2001-04-16,3.5463
2001-04-17,3.5623
2001-04-18,3.575
2001-04-19,3.5803
2001-04-20,3.5827
2001-04-23,3.5883
2001-04-24,3.5923
2001-04-25,3.5952
2001-04-26,3.5929
2001-04-27,3.5923
2001-04-30,3.5845
2001-05-1,
2001-05-2,3.5893
2001-05-3,3.598
2001-05-4,3.599
2001-05-7,3.5943
2001-05-8,3.6057
2001-05-9,3.6111
2001-05-10,3.609
2001-05-11,3.6035
2001-05-14,3.6043
2001-05-15,3.6009
2001-05-16,3.601
2001-05-17,3.5996
2001-05-18,3.6015
2001-05-21,3.5958
2001-05-22,3.5876
2001-05-23,3.5888
2001-05-24,3.59
2001-05-25,3.5929
2001-05-28,3.6115
2001-05-29,3.6164
2001-05-30,3.6175
2001-05-31,3.6278
2001-06-1,3.6364
2001-06-4,3.5683
2001-06-5,3.5538
2001-06-6,3.5518
2001-06-7,3.5298
2001-06-8,3.5222
2001-06-11,3.519
2001-06-12,3.5216
2001-06-13,3.5141
2001-06-14,3.5104
2001-06-15,3.5147
2001-06-18,3.5268
2001-06-19,3.5232
2001-06-20,3.5203
2001-06-21,3.5189
2001-06-22,3.5199
2001-06-25,3.5215
2001-06-26,3.5229
2001-06-27,3.519
2001-06-28,3.5115
2001-06-29,
2001-07-2,3.5128
2001-07-3,3.5137
2001-07-4,3.5188
2001-07-5,3.5186
2001-07-6,3.5204
2001-07-9,3.5108
2001-07-10,3.5104
2001-07-11,3.5123
2001-07-12,3.5163
2001-07-13,3.5081
2001-07-16,3.508
2001-07-17,3.5025
2001-07-18,3.4961
2001-07-19,3.495
2001-07-20,3.4938
2001-07-23,3.4934
2001-07-24,3.4965
2001-07-25,3.4934
2001-07-26,3.488
2001-07-27,3.4866
2001-07-30,
2001-07-31,3.4878
2001-08-1,3.4962
2001-08-2,3.4988
2001-08-3,3.499
2001-08-6,3.5007
2001-08-7,3.5013
2001-08-8,3.4934
2001-08-9,3.4914
2001-08-10,3.492
2001-08-13,3.4909
2001-08-14,3.4924
2001-08-15,3.4918
2001-08-16,3.4905
2001-08-17,3.4913
2001-08-20,3.4957
2001-08-21,3.4969
2001-08-22,3.4897
2001-08-23,3.4895
2001-08-24,3.4899
2001-08-27,3.4898
2001-08-28,3.4861
2001-08-29,3.4832
2001-08-30,
2001-08-31,3.4815
2001-09-3,3.4788
2001-09-4,3.481
2001-09-5,3.4839
2001-09-6,3.4837
2001-09-7,3.4833
2001-09-10,3.482
2001-09-11,3.4954
2001-09-12,3.4929
2001-09-13,3.4946
2001-09-14,3.504
2001-09-17,3.5035
2001-09-18,3.5007
2001-09-19,3.5008
2001-09-20,3.5009
